image_path,filename,acne,blackheads,dark spots,dryness,normal,oily,pores,wrinkles
data/raw_images/dataset\dark spots\melasma19_jpg.rf.a8e46bc492e417e6521deed6dc621aab.jpg,melasma19_jpg.rf.a8e46bc492e417e6521deed6dc621aab.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\melasma19_jpg.rf.c02923e96148b210db79e85b71b439e9.jpg,melasma19_jpg.rf.c02923e96148b210db79e85b71b439e9.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\melasma19_jpg.rf.c3d989b64e3c4db07283d9732535b8ff.jpg,melasma19_jpg.rf.c3d989b64e3c4db07283d9732535b8ff.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\melasma19_jpg.rf.c510b163f257f5b2d8e2df8b1bad32fe.jpg,melasma19_jpg.rf.c510b163f257f5b2d8e2df8b1bad32fe.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\melasma19_jpg.rf.d2ae9cf7b55d9533bbe92a9ce775357e.jpg,melasma19_jpg.rf.d2ae9cf7b55d9533bbe92a9ce775357e.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\melasma19_jpg.rf.f7472ae32f4b7a6e330f122cdb26855b.jpg,melasma19_jpg.rf.f7472ae32f4b7a6e330f122cdb26855b.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\melasma19_jpg.rf.fc141f8095d91d9be138d555c9d0b90b.jpg,melasma19_jpg.rf.fc141f8095d91d9be138d555c9d0b90b.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\melasma1_jpg.rf.513f74feb2aca350d2a43993d699d13b.jpg,melasma1_jpg.rf.513f74feb2aca350d2a43993d699d13b.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\melasma1_jpg.rf.5714abef84c2de8f259d0c43e94f8004.jpg,melasma1_jpg.rf.5714abef84c2de8f259d0c43e94f8004.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\melasma1_jpg.rf.c30407ed334c9d907fa98f965c510402.jpg,melasma1_jpg.rf.c30407ed334c9d907fa98f965c510402.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\melasma1_jpg.rf.e5c47ddaf695172e36939fa05847a7a9.jpg,melasma1_jpg.rf.e5c47ddaf695172e36939fa05847a7a9.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\melasma20_jpg.rf.579135972a0becc01ab4ab5c40ea8de5.jpg,melasma20_jpg.rf.579135972a0becc01ab4ab5c40ea8de5.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\melasma20_jpg.rf.99c1b81870656cc3420fb20fd5377d8d.jpg,melasma20_jpg.rf.99c1b81870656cc3420fb20fd5377d8d.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\melasma20_jpg.rf.c756d01e64bda6718472929766446572.jpg,melasma20_jpg.rf.c756d01e64bda6718472929766446572.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\melasma20_jpg.rf.d7a4a452a29ee62eda4e8d21003bed83.jpg,melasma20_jpg.rf.d7a4a452a29ee62eda4e8d21003bed83.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\melasma20_jpg.rf.e79a838ded879aa17c2c75d10b8fd54d.jpg,melasma20_jpg.rf.e79a838ded879aa17c2c75d10b8fd54d.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\melasma21_jpg.rf.159171e207d2ce7f1d59195b3318adf0.jpg,melasma21_jpg.rf.159171e207d2ce7f1d59195b3318adf0.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\melasma21_jpg.rf.1d52cb613c13c01596f5f46f2c6081fd.jpg,melasma21_jpg.rf.1d52cb613c13c01596f5f46f2c6081fd.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\melasma21_jpg.rf.1d92d343407835714fc7efdf8c8c6b1e.jpg,melasma21_jpg.rf.1d92d343407835714fc7efdf8c8c6b1e.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\melasma21_jpg.rf.445506182e1c572b89f293b67612ee95.jpg,melasma21_jpg.rf.445506182e1c572b89f293b67612ee95.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\melasma21_jpg.rf.44c121a5cf04a2b354f17070ccdbb914.jpg,melasma21_jpg.rf.44c121a5cf04a2b354f17070ccdbb914.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\melasma21_jpg.rf.4a188429669c55de0bdfd565308b4753.jpg,melasma21_jpg.rf.4a188429669c55de0bdfd565308b4753.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\melasma21_jpg.rf.52e2f2da26e4086cd0b37ef97f322954.jpg,melasma21_jpg.rf.52e2f2da26e4086cd0b37ef97f322954.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\melasma21_jpg.rf.5718d388d77c0b4698ae93c77ada794c.jpg,melasma21_jpg.rf.5718d388d77c0b4698ae93c77ada794c.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\melasma21_jpg.rf.bb9c00bac595f335d7723b68f6cc7965.jpg,melasma21_jpg.rf.bb9c00bac595f335d7723b68f6cc7965.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\melasma21_jpg.rf.bd6a30b22bc3c30ebaf7ff7da740d2d8.jpg,melasma21_jpg.rf.bd6a30b22bc3c30ebaf7ff7da740d2d8.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\melasma21_jpg.rf.c6557b802ec7daaad5e1cc227791d3a4.jpg,melasma21_jpg.rf.c6557b802ec7daaad5e1cc227791d3a4.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\melasma22_jpg.rf.0b19b3800102bafef3acd1138913728d.jpg,melasma22_jpg.rf.0b19b3800102bafef3acd1138913728d.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\melasma22_jpg.rf.2b97009e071c38458d133be11425e387.jpg,melasma22_jpg.rf.2b97009e071c38458d133be11425e387.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\melasma22_jpg.rf.2e9ea28d1ad756ff9d68b30fc6d4bf0d.jpg,melasma22_jpg.rf.2e9ea28d1ad756ff9d68b30fc6d4bf0d.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\melasma22_jpg.rf.30b9278c7c1c305329f4da1a614b7224.jpg,melasma22_jpg.rf.30b9278c7c1c305329f4da1a614b7224.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\melasma22_jpg.rf.385dbfe1b13d04d2eb7b038154f6dc9a.jpg,melasma22_jpg.rf.385dbfe1b13d04d2eb7b038154f6dc9a.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\melasma22_jpg.rf.3e6e60bc88c5fa74aa84446ae5d8a7fd.jpg,melasma22_jpg.rf.3e6e60bc88c5fa74aa84446ae5d8a7fd.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\melasma22_jpg.rf.7118704b9d1ca3ca45c6daaa3b616f79.jpg,melasma22_jpg.rf.7118704b9d1ca3ca45c6daaa3b616f79.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\melasma22_jpg.rf.729b817ffb23bacd30f17d389fc78e46.jpg,melasma22_jpg.rf.729b817ffb23bacd30f17d389fc78e46.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\melasma22_jpg.rf.81925a1a21b6c4366096c3aa407aab54.jpg,melasma22_jpg.rf.81925a1a21b6c4366096c3aa407aab54.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\melasma22_jpg.rf.8705970d9fe5e286a8aae417b2d358e4.jpg,melasma22_jpg.rf.8705970d9fe5e286a8aae417b2d358e4.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\melasma22_jpg.rf.874252b7f3217f0eda1225a451eabb43.jpg,melasma22_jpg.rf.874252b7f3217f0eda1225a451eabb43.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\melasma22_jpg.rf.89cc1867fad414d364ce917e510ddba9.jpg,melasma22_jpg.rf.89cc1867fad414d364ce917e510ddba9.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\melasma22_jpg.rf.8bae5c5db7356e6862334119e56d0a5d.jpg,melasma22_jpg.rf.8bae5c5db7356e6862334119e56d0a5d.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\melasma22_jpg.rf.9b02c094789da852df0658e27f7714f5.jpg,melasma22_jpg.rf.9b02c094789da852df0658e27f7714f5.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\melasma22_jpg.rf.c514374bb210f09b32e0e14d4921deb2.jpg,melasma22_jpg.rf.c514374bb210f09b32e0e14d4921deb2.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\melasma22_jpg.rf.ca996acdb19e5cfc4fc7225e93261975.jpg,melasma22_jpg.rf.ca996acdb19e5cfc4fc7225e93261975.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\melasma22_jpg.rf.daae3d002a1c8390c9a72a122d8b9108.jpg,melasma22_jpg.rf.daae3d002a1c8390c9a72a122d8b9108.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\melasma22_jpg.rf.edd5167031a7a7290bf6e20bbbea0d28.jpg,melasma22_jpg.rf.edd5167031a7a7290bf6e20bbbea0d28.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\melasma22_jpg.rf.f0b4567a37c93ffb39949c0c2d8d06cf.jpg,melasma22_jpg.rf.f0b4567a37c93ffb39949c0c2d8d06cf.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\melasma22_jpg.rf.f9408a71f124be7de69255ffa3664722.jpg,melasma22_jpg.rf.f9408a71f124be7de69255ffa3664722.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\melasma24_jpg.rf.0bff5008c224ee5c8b365fa1ddfd9beb.jpg,melasma24_jpg.rf.0bff5008c224ee5c8b365fa1ddfd9beb.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\melasma24_jpg.rf.21b2b883cbc50e5d97c16bfcad1bc5a0.jpg,melasma24_jpg.rf.21b2b883cbc50e5d97c16bfcad1bc5a0.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\melasma24_jpg.rf.268a2b2ac128e306462b8af13e25be3f.jpg,melasma24_jpg.rf.268a2b2ac128e306462b8af13e25be3f.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\melasma24_jpg.rf.2eebc2a6943aea4bbca4dfbf60afc52d.jpg,melasma24_jpg.rf.2eebc2a6943aea4bbca4dfbf60afc52d.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\melasma24_jpg.rf.3fc8ddf15dcf9acb533aac2dce5339e0.jpg,melasma24_jpg.rf.3fc8ddf15dcf9acb533aac2dce5339e0.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\melasma24_jpg.rf.49b87f31be86865156f329ef1f34e456.jpg,melasma24_jpg.rf.49b87f31be86865156f329ef1f34e456.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\melasma24_jpg.rf.89718d4605fb59df2c8ca21814f1c9a3.jpg,melasma24_jpg.rf.89718d4605fb59df2c8ca21814f1c9a3.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\Melasma25_jpg.rf.0099087244d7b37b7a04019244d1be2d.jpg,Melasma25_jpg.rf.0099087244d7b37b7a04019244d1be2d.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\Melasma25_jpg.rf.037923e0dc8e8fafbfcc6e715202d1e7.jpg,Melasma25_jpg.rf.037923e0dc8e8fafbfcc6e715202d1e7.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\Melasma25_jpg.rf.0415caea76d69ceca08192ef5eac4ae0.jpg,Melasma25_jpg.rf.0415caea76d69ceca08192ef5eac4ae0.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\Melasma25_jpg.rf.2c65406394c73a60707f622275534497.jpg,Melasma25_jpg.rf.2c65406394c73a60707f622275534497.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\Melasma25_jpg.rf.2e0dbf4cb618f89de5912a1f67ed0376.jpg,Melasma25_jpg.rf.2e0dbf4cb618f89de5912a1f67ed0376.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\Melasma25_jpg.rf.30e4626d6601a2a3a26d4d8aba01d44c.jpg,Melasma25_jpg.rf.30e4626d6601a2a3a26d4d8aba01d44c.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\Melasma25_jpg.rf.3192e9ed6a7fdd88823fd624def9f897.jpg,Melasma25_jpg.rf.3192e9ed6a7fdd88823fd624def9f897.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\Melasma25_jpg.rf.325cf1ee98e169a59c01c6a2a59d730a.jpg,Melasma25_jpg.rf.325cf1ee98e169a59c01c6a2a59d730a.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\Melasma25_jpg.rf.40f600a4459c57f6fa5f5280acf79931.jpg,Melasma25_jpg.rf.40f600a4459c57f6fa5f5280acf79931.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\Melasma25_jpg.rf.43061d0646927cbdb81f37fb2ede78fd.jpg,Melasma25_jpg.rf.43061d0646927cbdb81f37fb2ede78fd.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\Melasma25_jpg.rf.4716cfce055c71c8f4e0144b627f2a52.jpg,Melasma25_jpg.rf.4716cfce055c71c8f4e0144b627f2a52.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\Melasma25_jpg.rf.556d0782c8b63b7f7f01c07f14f5aa0f.jpg,Melasma25_jpg.rf.556d0782c8b63b7f7f01c07f14f5aa0f.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\Melasma25_jpg.rf.6384eaa369d1138774645b49c6424d6d.jpg,Melasma25_jpg.rf.6384eaa369d1138774645b49c6424d6d.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\Melasma25_jpg.rf.63d348829a02ea00d9f79169e39c4266.jpg,Melasma25_jpg.rf.63d348829a02ea00d9f79169e39c4266.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\Melasma25_jpg.rf.6c386bebdb7a88c80adaadad5c1b7d0f.jpg,Melasma25_jpg.rf.6c386bebdb7a88c80adaadad5c1b7d0f.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\Melasma25_jpg.rf.6cf8a4f0eb01dd2df407cb05777f35b3.jpg,Melasma25_jpg.rf.6cf8a4f0eb01dd2df407cb05777f35b3.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\Melasma25_jpg.rf.738da004989513d80db90d0b94f42818.jpg,Melasma25_jpg.rf.738da004989513d80db90d0b94f42818.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\Melasma25_jpg.rf.7b379b2ed00cb409bc01971d07b5aed9.jpg,Melasma25_jpg.rf.7b379b2ed00cb409bc01971d07b5aed9.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\Melasma25_jpg.rf.7c5ce3592cfd30dfdf679a5ea6fe0b3e.jpg,Melasma25_jpg.rf.7c5ce3592cfd30dfdf679a5ea6fe0b3e.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\Melasma25_jpg.rf.8251bc71253f039df294ecb59abcdf76.jpg,Melasma25_jpg.rf.8251bc71253f039df294ecb59abcdf76.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\Melasma25_jpg.rf.8e7c0beaf4f3b003555e013b69497e2a.jpg,Melasma25_jpg.rf.8e7c0beaf4f3b003555e013b69497e2a.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\Melasma25_jpg.rf.94ead923ba125499cea8bd09f3c8e40c.jpg,Melasma25_jpg.rf.94ead923ba125499cea8bd09f3c8e40c.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\Melasma25_jpg.rf.9e5a8fe60ab57351a7418958c978433d.jpg,Melasma25_jpg.rf.9e5a8fe60ab57351a7418958c978433d.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\Melasma25_jpg.rf.a23b8ef6c75a2182ca1be38ad051c03c.jpg,Melasma25_jpg.rf.a23b8ef6c75a2182ca1be38ad051c03c.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\Melasma25_jpg.rf.a272a0bca40d7a50c4129f402cd4cef2.jpg,Melasma25_jpg.rf.a272a0bca40d7a50c4129f402cd4cef2.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\Melasma25_jpg.rf.a34fc473ec3acae7013839e1341fa05e.jpg,Melasma25_jpg.rf.a34fc473ec3acae7013839e1341fa05e.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\Melasma25_jpg.rf.a780c49223d76e90db4e65be0bff9635.jpg,Melasma25_jpg.rf.a780c49223d76e90db4e65be0bff9635.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\Melasma25_jpg.rf.ab90d33b31ddeabf5963814beb181893.jpg,Melasma25_jpg.rf.ab90d33b31ddeabf5963814beb181893.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\Melasma25_jpg.rf.b147f749e388c21aba94d152e8fa0e5b.jpg,Melasma25_jpg.rf.b147f749e388c21aba94d152e8fa0e5b.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\Melasma25_jpg.rf.c472f48f213ab9d53ba87b5efac918a4.jpg,Melasma25_jpg.rf.c472f48f213ab9d53ba87b5efac918a4.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\Melasma25_jpg.rf.c5872d2020c8429fd4a1bc1716ae1ac8.jpg,Melasma25_jpg.rf.c5872d2020c8429fd4a1bc1716ae1ac8.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\Melasma25_jpg.rf.c6f15860d4457f04cd5c241b5a6e811a.jpg,Melasma25_jpg.rf.c6f15860d4457f04cd5c241b5a6e811a.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\Melasma25_jpg.rf.ccb61f9e47d3a00d98aed00a2449c1eb.jpg,Melasma25_jpg.rf.ccb61f9e47d3a00d98aed00a2449c1eb.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\Melasma25_jpg.rf.d46b98d6c64d0b68973cce32dfb20b4e.jpg,Melasma25_jpg.rf.d46b98d6c64d0b68973cce32dfb20b4e.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\Melasma25_jpg.rf.d48a6a240a41d339cf85a9f2fe9ebab2.jpg,Melasma25_jpg.rf.d48a6a240a41d339cf85a9f2fe9ebab2.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\Melasma25_jpg.rf.dffcfd923ba0922867778efb41c67d30.jpg,Melasma25_jpg.rf.dffcfd923ba0922867778efb41c67d30.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\Melasma25_jpg.rf.e64d171c04328e0521a42a5de0f9ed8a.jpg,Melasma25_jpg.rf.e64d171c04328e0521a42a5de0f9ed8a.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\Melasma25_jpg.rf.ea939152ce71ff4277400a020cee4031.jpg,Melasma25_jpg.rf.ea939152ce71ff4277400a020cee4031.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\Melasma25_jpg.rf.ec5e0d8290a331d6a322fa63718f53bf.jpg,Melasma25_jpg.rf.ec5e0d8290a331d6a322fa63718f53bf.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\Melasma25_jpg.rf.f2bd74fc4c1550b19a3ff1acd5aa45cb.jpg,Melasma25_jpg.rf.f2bd74fc4c1550b19a3ff1acd5aa45cb.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\Melasma25_jpg.rf.f3e7d2efefbe6bacb07b7170c6cca84f.jpg,Melasma25_jpg.rf.f3e7d2efefbe6bacb07b7170c6cca84f.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\Melasma25_jpg.rf.f510b649baedafaf8feca16993696026.jpg,Melasma25_jpg.rf.f510b649baedafaf8feca16993696026.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\Melasma25_jpg.rf.f80557e5bc1de5215872ac6e084f1d75.jpg,Melasma25_jpg.rf.f80557e5bc1de5215872ac6e084f1d75.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\Melasma25_jpg.rf.feacd6d23a3d1f1515eec906c6e889e8.jpg,Melasma25_jpg.rf.feacd6d23a3d1f1515eec906c6e889e8.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\Melasma25_jpg.rf.ff898a07e3c9ab302e2c2f144e621812.jpg,Melasma25_jpg.rf.ff898a07e3c9ab302e2c2f144e621812.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\Melasma25_jpg.rf.ffc34e24f1316b852a25f9988f67412e.jpg,Melasma25_jpg.rf.ffc34e24f1316b852a25f9988f67412e.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\melasma26_jpg.rf.04a4f2400e35fbaa921efc0257fdad21.jpg,melasma26_jpg.rf.04a4f2400e35fbaa921efc0257fdad21.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\melasma26_jpg.rf.12e0451fee5d071f47e2800be41ae3e7.jpg,melasma26_jpg.rf.12e0451fee5d071f47e2800be41ae3e7.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\melasma26_jpg.rf.2246f1a7a2402d02e0c00aae41af4f0c.jpg,melasma26_jpg.rf.2246f1a7a2402d02e0c00aae41af4f0c.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\melasma26_jpg.rf.52900205c7b8a3b6e24789054b27e466.jpg,melasma26_jpg.rf.52900205c7b8a3b6e24789054b27e466.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\melasma26_jpg.rf.5be45836b5b04f66c325dfe0e3bde643.jpg,melasma26_jpg.rf.5be45836b5b04f66c325dfe0e3bde643.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\melasma26_jpg.rf.5ec1453cd48bffe1d0771b2588955e1c.jpg,melasma26_jpg.rf.5ec1453cd48bffe1d0771b2588955e1c.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\melasma26_jpg.rf.61644fc5e49e9153a0879963977ab828.jpg,melasma26_jpg.rf.61644fc5e49e9153a0879963977ab828.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\melasma26_jpg.rf.6274808700133dddf390780e7ab46c09.jpg,melasma26_jpg.rf.6274808700133dddf390780e7ab46c09.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\melasma26_jpg.rf.6bf0b770e9df8d9a52d53488c84f46f4.jpg,melasma26_jpg.rf.6bf0b770e9df8d9a52d53488c84f46f4.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\melasma26_jpg.rf.7b102319b91bc252351c102d76eb12f2.jpg,melasma26_jpg.rf.7b102319b91bc252351c102d76eb12f2.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\melasma26_jpg.rf.82745038ae31bdf363b2eae408e0675c.jpg,melasma26_jpg.rf.82745038ae31bdf363b2eae408e0675c.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\melasma26_jpg.rf.85d3680182444dd38927e0fae47e9ea3.jpg,melasma26_jpg.rf.85d3680182444dd38927e0fae47e9ea3.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\melasma26_jpg.rf.8b3c8d743d322604f807ea60de455d53.jpg,melasma26_jpg.rf.8b3c8d743d322604f807ea60de455d53.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\melasma26_jpg.rf.8bd324e5fb48e485306ab5a54b50fb03.jpg,melasma26_jpg.rf.8bd324e5fb48e485306ab5a54b50fb03.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\melasma26_jpg.rf.a6c19426c276b178d39d3d697a8d3e31.jpg,melasma26_jpg.rf.a6c19426c276b178d39d3d697a8d3e31.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\melasma26_jpg.rf.af9f1f71d8770e6cea2c22e4a339bb9e.jpg,melasma26_jpg.rf.af9f1f71d8770e6cea2c22e4a339bb9e.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\melasma26_jpg.rf.cc528ba72fbe1f92996a4426276eceaa.jpg,melasma26_jpg.rf.cc528ba72fbe1f92996a4426276eceaa.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\melasma26_jpg.rf.d05fbb30502e4281058310afaf877ff8.jpg,melasma26_jpg.rf.d05fbb30502e4281058310afaf877ff8.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\melasma26_jpg.rf.da044ed38aac09d20c62e1a7ab0ae3ee.jpg,melasma26_jpg.rf.da044ed38aac09d20c62e1a7ab0ae3ee.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\melasma26_jpg.rf.da622fc96902d39557829ae2f11985c0.jpg,melasma26_jpg.rf.da622fc96902d39557829ae2f11985c0.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\melasma26_jpg.rf.dfae384fe2463b71a7991a8ac3b8e673.jpg,melasma26_jpg.rf.dfae384fe2463b71a7991a8ac3b8e673.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\melasma26_jpg.rf.f650b118a57747fdd7866d5ee3136f1c.jpg,melasma26_jpg.rf.f650b118a57747fdd7866d5ee3136f1c.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\melasma26_jpg.rf.f75306a1547152d9b19da356c1279299.jpg,melasma26_jpg.rf.f75306a1547152d9b19da356c1279299.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\melasma27_jpg.rf.089a22d990de9ab943fe107abaa82244.jpg,melasma27_jpg.rf.089a22d990de9ab943fe107abaa82244.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\melasma27_jpg.rf.11c5912b7f16667f68204b009de40473.jpg,melasma27_jpg.rf.11c5912b7f16667f68204b009de40473.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\melasma27_jpg.rf.1266a10f935a6b776b61fd96c1269423.jpg,melasma27_jpg.rf.1266a10f935a6b776b61fd96c1269423.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\melasma27_jpg.rf.134c88bb81b41cc33dd1af93451d7aee.jpg,melasma27_jpg.rf.134c88bb81b41cc33dd1af93451d7aee.jpg,0,0,1,0,0,0,0,0
data/raw_images/dataset\dark spots\melasma27_jpg.rf.20ba80d3e28179af781915eabfbf2b5a.jpg,melasma27_jpg.rf.20ba80d3e28179af781915eabfbf2b5a.jpg,0,0,1,0,0,0,0,0
